employee_id,age,gender,education,department,job_role,monthly_salary,years_at_company,years_in_current_role,performance_score,job_satisfaction,work_life_balance,overtime,distance_from_home_km,num_projects_last_year,training_hours_last_year,num_promotions,last_promotion_years_ago,stock_option_level,relationship_satisfaction,environment_satisfaction,attrition
EMP00220,46,Male,Bachelor,Marketing,Role_16,89390,0,0,2.4,3.5,2,Yes,2,8,22,0,0,0,2,1,Yes
EMP00221,57,Female,Bachelor,Sales,Role_33,88339,8,1,3.3,3.3,4,No,10,6,33,1,0,0,3,3,No
EMP00222,44,Male,Bachelor,Sales,Role_48,75314,8,8,4.0,3.8,3,No,2,1,15,0,0,1,4,4,No
EMP00223,52,Female,High School,R&D,Role_13,84604,0,0,3.2,3.2,2,No,3,2,74,0,0,0,2,3,No
EMP00224,46,Male,Bachelor,Finance,Role_24,103494,2,1,3.7,4.2,2,No,11,2,58,0,1,1,3,2,No
EMP00225,34,Male,Bachelor,R&D,Role_37,77331,4,3,3.6,3.8,3,No,1,6,22,0,3,1,2,2,No
EMP00226,48,Female,Bachelor,Operations,Role_42,85519,0,0,3.5,2.5,3,Yes,25,4,41,0,0,1,2,4,No
EMP00227,41,Female,Bachelor,Marketing,Role_34,81114,11,3,3.5,2.0,4,No,3,1,37,1,0,3,3,2,No
EMP00228,28,Male,PhD,HR,Role_22,94975,6,3,3.8,3.0,4,Yes,6,2,3,1,0,0,3,2,No
EMP00229,37,Female,Bachelor,R&D,Role_6,102008,9,2,3.6,3.6,3,No,1,4,38,0,0,1,3,3,No
EMP00230,44,Male,Bachelor,Operations,Role_23,83611,9,0,3.2,3.2,1,Yes,8,2,39,1,0,1,3,4,No
EMP00231,40,Male,Master,HR,Role_47,85618,3,0,3.8,3.1,2,No,2,5,71,1,2,2,3,3,No
EMP00232,32,Female,Bachelor,Sales,Role_22,81574,0,0,3.7,3.0,4,Yes,13,3,31,0,0,0,2,3,No
EMP00233,36,Female,Master,R&D,Role_27,102939,8,7,3.1,3.3,4,No,6,7,54,1,1,3,4,2,No
EMP00234,32,Male,Bachelor,Engineering,Role_28,74953,1,1,3.6,5.0,3,No,34,3,76,0,1,0,4,4,No
EMP00235,39,Female,Bachelor,Engineering,Role_27,85834,10,1,3.9,4.5,3,No,2,2,22,2,2,1,4,2,No
EMP00236,34,Female,High School,Marketing,Role_22,57350,9,8,3.4,3.4,3,Yes,9,4,60,2,0,0,4,4,No
EMP00237,38,Female,Bachelor,Marketing,Role_28,86553,0,0,2.7,2.3,3,No,12,6,50,0,0,0,3,1,No
EMP00238,38,Male,Bachelor,Marketing,Role_27,84038,4,0,4.0,4.4,3,No,2,2,21,1,4,1,2,2,No
EMP00239,33,Female,High School,HR,Role_47,45078,11,0,3.6,1.4,4,No,7,7,43,1,1,2,3,1,No
EMP00240,35,Female,Bachelor,Operations,Role_14,77964,4,0,3.1,2.8,4,No,11,7,17,1,0,0,3,3,No
EMP00241,53,Female,Master,Engineering,Role_45,138843,3,2,4.1,1.9,3,No,1,10,41,1,1,2,3,4,No
EMP00242,26,Male,Bachelor,R&D,Role_35,82831,4,4,3.3,2.1,3,No,5,1,60,1,0,0,3,4,No
EMP00243,41,Female,Master,Legal,Role_41,93671,2,1,2.4,3.5,3,Yes,12,3,13,0,0,2,3,3,No
EMP00244,46,Male,Bachelor,Legal,Role_39,97010,11,7,3.1,2.5,3,No,17,6,46,2,5,1,1,3,Yes
EMP00245,36,Male,Bachelor,HR,Role_43,72708,5,0,2.6,2.5,4,No,3,6,40,0,1,1,3,4,Yes
EMP00246,42,Male,High School,Engineering,Role_36,87483,5,0,2.4,3.0,3,No,6,8,17,0,3,0,2,3,No
EMP00247,45,Male,Master,Legal,Role_6,95698,10,2,3.5,2.8,3,Yes,14,5,22,1,0,1,2,1,No
EMP00248,47,Other,PhD,Legal,Role_44,115997,1,1,4.8,2.7,2,Yes,7,3,42,0,1,0,2,4,No
EMP00249,29,Female,Bachelor,Operations,Role_18,73688,6,2,3.8,3.2,2,No,2,3,56,1,0,0,4,2,No
EMP00250,27,Female,Master,R&D,Role_7,80414,1,0,2.4,2.5,2,No,1,6,52,0,1,2,3,3,No
EMP00251,38,Male,PhD,Finance,Role_6,98571,9,2,3.9,4.3,3,No,27,1,31,0,2,1,4,3,No
EMP00252,40,Female,PhD,Engineering,Role_27,128866,3,2,2.6,3.2,3,No,9,1,17,0,0,2,3,3,No
EMP00253,54,Female,Bachelor,Operations,Role_25,89600,4,3,2.9,1.8,3,Yes,1,4,2,1,0,2,2,2,No
EMP00254,27,Female,Master,Marketing,Role_24,87122,5,4,3.3,2.6,3,No,9,5,33,0,0,1,1,3,No
EMP00255,58,Female,Bachelor,R&D,Role_18,109805,6,6,3.6,2.9,3,No,18,5,21,0,1,1,2,3,No
EMP00256,27,Male,Master,Operations,Role_26,83881,1,0,3.8,4.0,4,No,20,3,36,0,1,1,3,4,No
EMP00257,50,Male,Bachelor,HR,Role_37,73432,6,2,3.2,4.2,2,Yes,2,6,29,1,2,0,4,4,No
EMP00258,22,Male,Bachelor,Sales,Role_41,69589,0,0,3.0,4.2,3,No,14,6,29,0,0,0,2,4,No
EMP00259,36,Female,Bachelor,Marketing,Role_18,64323,8,6,2.7,5.0,2,No,1,6,11,1,2,2,3,4,No
EMP00260,43,Male,Bachelor,R&D,Role_31,108758,2,2,3.5,3.7,3,Yes,1,5,5,0,1,1,2,2,Yes
EMP00261,51,Male,High School,HR,Role_1,65286,1,0,3.2,2.7,4,Yes,5,8,73,0,0,3,2,2,No
EMP00262,39,Male,Master,Legal,Role_37,96249,2,0,3.1,3.9,3,No,4,2,56,0,2,2,4,4,No
EMP00263,29,Female,High School,Legal,Role_10,55291,5,4,3.6,3.8,2,No,26,4,36,1,3,0,3,3,No
EMP00264,35,Male,Bachelor,Marketing,Role_13,79019,0,0,3.9,4.3,3,No,11,3,10,0,0,0,3,4,No
EMP00265,25,Male,Bachelor,Legal,Role_3,64103,1,1,2.7,2.3,4,Yes,4,5,57,0,0,0,4,3,No
EMP00266,58,Male,Master,Legal,Role_27,119706,1,1,3.4,3.5,3,No,39,2,47,0,1,2,2,4,No
EMP00267,39,Female,Master,HR,Role_48,83966,5,0,4.1,1.8,2,No,2,5,61,1,0,2,1,4,No
EMP00268,22,Female,High School,HR,Role_46,49841,0,0,2.5,1.4,3,No,4,8,26,0,0,2,4,1,Yes
EMP00269,39,Female,PhD,Operations,Role_1,91548,3,0,3.0,2.7,4,No,5,4,63,0,3,2,3,3,No
EMP00270,30,Male,Bachelor,Sales,Role_41,64748,4,1,3.0,3.9,3,No,13,3,23,1,1,2,2,3,Yes
EMP00271,58,Male,Master,Engineering,Role_46,129964,0,0,3.7,4.2,4,Yes,6,4,53,0,0,0,3,1,No
EMP00272,25,Female,Bachelor,Engineering,Role_22,68168,0,0,3.3,2.9,3,No,7,1,40,0,0,3,3,2,No
EMP00273,49,Male,Master,Sales,Role_37,106572,1,1,2.6,2.6,3,No,8,3,20,0,1,1,4,2,No
EMP00274,48,Male,Bachelor,Operations,Role_31,86159,0,0,3.3,1.8,4,No,9,2,38,0,0,0,4,2,No
EMP00275,39,Female,Master,Operations,Role_9,84743,0,0,3.6,4.3,2,Yes,18,5,13,0,0,0,4,4,Yes
EMP00276,48,Female,Bachelor,Legal,Role_25,91110,23,4,3.5,2.4,3,Yes,6,6,53,3,0,1,2,4,No
EMP00277,46,Female,High School,Engineering,Role_17,97264,1,1,3.3,2.6,3,No,7,3,10,0,0,0,4,4,No
EMP00278,36,Female,High School,Finance,Role_37,75384,1,0,3.5,2.9,2,No,2,3,56,0,1,2,4,2,No
EMP00279,35,Male,Bachelor,HR,Role_5,75466,13,0,3.9,4.2,3,No,14,1,29,0,0,0,1,3,No
EMP00280,53,Female,PhD,Engineering,Role_32,143096,0,0,3.4,3.6,2,No,8,4,20,0,0,2,3,2,Yes
EMP00281,52,Male,High School,Sales,Role_17,85902,1,1,2.6,3.1,3,No,1,3,50,0,1,2,3,2,No
EMP00282,39,Male,Bachelor,Marketing,Role_43,86342,3,3,2.9,2.0,1,Yes,11,6,26,1,0,0,4,1,No
EMP00283,28,Male,Master,R&D,Role_39,105419,6,0,3.8,5.0,4,No,5,6,0,0,0,1,3,3,No
EMP00284,43,Female,Bachelor,Sales,Role_6,79013,0,0,3.5,5.0,1,No,8,1,21,0,0,0,3,3,No
EMP00285,42,Male,Bachelor,Legal,Role_5,77859,4,0,4.7,1.7,3,No,7,3,0,1,1,1,4,1,No
EMP00286,41,Male,Bachelor,Legal,Role_3,77482,1,1,3.6,2.5,3,Yes,11,1,26,0,1,0,4,3,No
EMP00287,37,Female,High School,R&D,Role_6,76134,2,1,4.2,2.5,3,No,25,5,23,0,1,1,4,2,No
EMP00288,35,Female,High School,HR,Role_7,48612,2,2,3.2,1.0,3,No,33,4,38,0,1,3,2,4,No
EMP00289,45,Female,Bachelor,Legal,Role_14,91858,13,4,3.0,4.4,3,Yes,16,2,48,1,3,1,2,3,No
EMP00290,35,Male,Bachelor,Legal,Role_30,84629,7,2,3.6,2.2,3,Yes,1,3,5,0,1,1,4,3,No
EMP00291,46,Female,Bachelor,HR,Role_14,74927,8,3,2.9,4.0,2,No,7,4,64,0,1,0,4,3,No
EMP00292,51,Female,Bachelor,Operations,Role_18,69901,0,0,3.7,5.0,3,No,8,1,47,0,0,2,3,2,No
EMP00293,31,Other,PhD,Finance,Role_25,113768,1,0,4.1,1.8,2,No,2,4,62,0,1,0,3,3,No
EMP00294,35,Male,High School,Marketing,Role_37,60063,4,0,2.7,2.9,3,No,1,1,42,1,0,0,3,1,No
EMP00295,43,Female,Master,HR,Role_37,73655,6,1,3.9,3.3,3,No,4,2,36,2,1,1,4,4,No
EMP00296,38,Female,Master,Legal,Role_16,103297,3,1,3.9,2.5,3,No,9,4,29,0,3,2,3,3,No
EMP00297,53,Male,Bachelor,R&D,Role_32,91928,1,1,3.5,1.4,3,Yes,2,3,30,0,0,1,4,3,No
EMP00298,26,Male,High School,Sales,Role_42,52595,4,3,3.3,3.8,3,No,2,5,95,0,2,0,3,2,No
EMP00299,29,Male,Master,Operations,Role_10,77966,0,0,3.9,3.3,4,No,41,7,24,0,0,2,1,4,No
EMP00300,22,Male,PhD,Finance,Role_5,104945,0,0,3.5,3.8,2,Yes,20,4,43,0,0,0,1,2,No
EMP00301,23,Male,Bachelor,HR,Role_31,58929,1,0,3.1,3.2,4,No,13,5,27,0,1,1,3,3,No
EMP00302,39,Male,Bachelor,Marketing,Role_42,67808,5,1,3.9,2.7,4,Yes,25,3,51,0,0,0,1,2,No
EMP00303,32,Male,Bachelor,R&D,Role_24,86255,7,6,2.9,2.4,3,No,1,3,63,0,3,0,3,3,No
EMP00304,27,Male,Bachelor,R&D,Role_23,68714,5,0,3.2,4.1,4,No,6,5,39,1,2,1,4,3,No
EMP00305,59,Female,High School,R&D,Role_6,101841,0,0,2.9,3.7,4,No,2,5,31,0,0,1,2,2,No
EMP00306,25,Male,Bachelor,Sales,Role_29,69627,0,0,4.0,3.2,3,No,2,2,59,0,0,1,4,2,No
EMP00307,35,Female,High School,Sales,Role_35,63447,0,0,3.0,3.3,3,No,3,3,43,0,0,3,3,3,No
EMP00308,39,Male,Bachelor,R&D,Role_13,101869,0,0,3.5,4.2,2,No,9,4,62,0,0,2,2,4,No
EMP00309,31,Male,Bachelor,Sales,Role_18,70864,1,0,2.9,4.4,2,No,17,3,33,0,1,3,4,2,No
EMP00310,45,Female,Bachelor,Engineering,Role_4,111794,0,0,3.6,3.1,4,No,17,3,36,0,0,0,3,3,No
EMP00311,59,Male,Bachelor,Sales,Role_22,103758,0,0,2.5,1.9,3,No,8,8,21,0,0,0,3,4,No
EMP00312,52,Female,High School,HR,Role_19,73848,22,0,3.3,2.5,4,No,3,7,37,1,1,0,3,2,No
EMP00313,45,Female,Master,Finance,Role_6,106484,7,1,3.2,2.8,3,No,6,3,24,1,0,1,4,2,No
EMP00314,43,Other,Bachelor,Marketing,Role_1,83837,4,4,2.9,1.8,3,No,1,1,0,1,2,0,2,4,Yes
EMP00315,30,Male,Bachelor,Finance,Role_10,74590,2,2,3.1,2.5,2,No,15,4,47,0,0,0,3,2,No
EMP00316,43,Female,High School,HR,Role_15,64821,2,2,2.9,3.4,4,No,27,3,26,0,1,2,3,1,No
EMP00317,56,Female,Master,HR,Role_28,80672,0,0,3.7,4.2,3,No,12,2,14,0,0,1,4,2,No
EMP00318,38,Female,Master,Legal,Role_10,96303,3,2,3.6,4.2,3,No,17,3,6,1,0,0,4,4,No
EMP00319,46,Female,Master,HR,Role_22,96057,5,0,2.7,3.1,3,No,1,6,58,0,0,0,3,3,No
EMP00320,22,Female,Bachelor,Finance,Role_19,78451,0,0,3.9,2.9,2,Yes,1,2,53,0,0,0,3,2,No
EMP00321,22,Female,Bachelor,Legal,Role_43,67572,0,0,4.0,3.7,3,Yes,7,4,50,0,0,2,3,3,No
EMP00322,52,Male,Master,Engineering,Role_23,134239,4,4,4.0,1.2,3,No,5,3,15,0,1,3,3,3,No
EMP00323,40,Male,High School,Marketing,Role_1,69232,0,0,2.8,3.3,3,Yes,17,7,26,0,0,2,3,3,Yes
EMP00324,45,Male,Bachelor,Sales,Role_27,80268,0,0,3.4,2.9,3,Yes,20,3,33,0,0,1,3,4,No
EMP00325,40,Female,Master,Legal,Role_6,102223,6,0,3.4,2.5,4,Yes,14,5,52,0,0,0,4,4,No
EMP00326,40,Female,Master,R&D,Role_40,121360,0,0,4.5,3.5,4,No,15,2,38,0,0,1,2,1,No
EMP00327,39,Male,Master,Legal,Role_21,111072,0,0,4.0,4.1,3,Yes,11,6,43,0,0,1,3,3,No
EMP00328,41,Male,High School,Marketing,Role_15,66427,7,7,3.3,1.2,2,No,7,8,49,0,0,0,4,3,No
EMP00329,24,Male,Bachelor,Engineering,Role_3,70993,2,2,2.9,3.9,3,No,26,4,46,0,0,1,2,2,No
EMP00330,33,Female,High School,R&D,Role_45,68987,3,2,2.8,3.5,3,No,19,1,49,1,1,1,3,4,No
EMP00331,37,Female,Bachelor,Legal,Role_3,84849,0,0,3.3,2.0,3,No,6,7,39,0,0,0,4,2,No
EMP00332,49,Male,Bachelor,Engineering,Role_48,106117,19,0,4.3,3.4,4,No,22,4,66,1,0,1,2,3,No
EMP00333,29,Female,Bachelor,R&D,Role_18,78201,7,4,2.4,3.6,1,No,27,1,39,1,1,0,1,3,No
EMP00334,42,Male,Bachelor,Finance,Role_28,100918,20,2,3.3,4.8,3,No,4,2,21,2,1,1,4,4,No
EMP00335,26,Female,Bachelor,Finance,Role_36,83730,4,1,3.0,2.1,3,No,13,4,53,1,0,2,4,3,No
EMP00336,31,Male,Bachelor,Finance,Role_15,71169,8,0,2.9,3.6,3,No,6,2,40,1,0,0,2,2,No
EMP00337,25,Male,Bachelor,Operations,Role_37,67517,2,0,3.6,2.6,3,No,14,3,14,0,0,0,3,3,No
EMP00338,31,Male,High School,HR,Role_2,48702,0,0,3.7,1.5,1,Yes,3,4,0,0,0,1,3,2,Yes
EMP00339,53,Male,Bachelor,Operations,Role_40,90534,0,0,3.5,2.8,3,No,5,6,33,0,0,0,3,4,No
EMP00340,31,Female,Master,Operations,Role_18,78470,9,9,3.7,3.2,3,No,1,4,28,1,1,1,2,4,No
EMP00341,39,Male,Bachelor,R&D,Role_11,92772,4,2,3.4,4.6,4,No,1,6,40,0,3,3,2,4,No
EMP00342,38,Male,Bachelor,Legal,Role_14,88140,5,5,3.8,2.6,3,No,40,1,34,1,0,0,1,3,Yes
EMP00343,48,Female,Master,HR,Role_38,88615,21,3,3.9,4.0,4,Yes,1,6,54,0,1,2,3,2,No
EMP00344,54,Male,High School,Operations,Role_7,74983,5,4,3.0,1.5,3,No,20,7,21,1,1,0,3,4,No
EMP00345,43,Female,Master,Finance,Role_36,107155,5,3,3.0,4.8,3,Yes,2,2,51,1,0,2,4,3,No
EMP00346,22,Female,Master,Marketing,Role_15,84448,0,0,4.1,1.6,2,No,7,4,50,0,0,1,2,2,No
EMP00347,58,Male,PhD,Operations,Role_26,97520,0,0,3.3,1.8,4,No,4,3,57,0,0,0,3,4,No
EMP00348,35,Female,Bachelor,Legal,Role_18,78759,0,0,2.8,4.6,4,No,18,2,1,0,0,3,4,4,No
EMP00349,30,Female,Master,Operations,Role_45,77516,0,0,3.7,2.7,3,No,14,5,70,0,0,1,1,3,No
EMP00350,39,Female,Master,HR,Role_12,90276,8,2,4.6,4.8,3,Yes,2,5,42,1,1,1,4,4,No
EMP00351,58,Female,Master,Engineering,Role_42,145036,6,6,3.4,4.9,4,Yes,8,7,55,2,0,1,3,3,No
EMP00352,35,Male,High School,Engineering,Role_43,77773,1,1,4.7,2.1,3,Yes,9,3,52,0,0,1,1,4,No
EMP00353,51,Female,Bachelor,R&D,Role_47,111934,4,1,4.2,3.2,3,Yes,12,3,38,1,0,2,3,2,No
EMP00354,22,Female,Master,HR,Role_19,69459,0,0,3.5,5.0,4,No,24,3,40,0,0,0,4,3,No
EMP00355,65,Male,Bachelor,Marketing,Role_21,105037,3,2,3.5,4.7,3,Yes,2,7,33,1,2,2,2,4,No
EMP00356,30,Male,PhD,Legal,Role_5,91389,3,3,4.3,5.0,3,No,1,2,41,0,0,2,4,3,No
EMP00357,38,Female,Master,Operations,Role_27,73445,9,1,4.1,3.9,4,No,3,9,69,0,0,2,3,4,No
EMP00358,22,Female,Bachelor,Legal,Role_7,72090,0,0,3.0,2.2,4,No,11,5,42,0,0,3,3,2,No
EMP00359,52,Male,Bachelor,Operations,Role_28,78283,3,3,2.9,3.5,4,No,1,6,79,1,0,2,2,2,No
EMP00360,55,Female,High School,HR,Role_46,69838,3,3,3.4,3.6,3,No,3,2,51,0,0,0,4,4,No
EMP00361,32,Male,Master,Legal,Role_24,84471,3,2,3.6,3.9,4,Yes,13,1,41,1,3,0,3,1,Yes
EMP00362,35,Female,High School,R&D,Role_21,71930,0,0,2.9,4.4,2,No,1,6,55,0,0,0,4,3,No
EMP00363,43,Female,Master,HR,Role_10,70921,6,1,2.8,2.5,3,Yes,36,5,13,2,2,0,4,3,Yes
EMP00364,22,Male,Bachelor,Legal,Role_47,60135,0,0,3.4,3.9,3,No,1,4,6,0,0,0,3,1,No
EMP00365,27,Female,Master,Finance,Role_44,92265,1,1,3.2,3.1,3,Yes,31,4,24,0,1,1,2,3,Yes
EMP00366,40,Male,Bachelor,Sales,Role_33,80513,16,1,4.5,2.7,3,No,39,4,56,2,1,0,3,3,No
EMP00367,22,Female,High School,R&D,Role_26,57276,0,0,3.0,2.0,3,No,3,7,65,0,0,0,1,1,No
EMP00368,22,Female,Master,Engineering,Role_45,85440,0,0,2.9,3.0,3,Yes,2,2,50,0,0,0,2,3,No
EMP00369,22,Female,Bachelor,Finance,Role_45,79496,0,0,3.3,2.4,3,No,18,1,54,0,0,2,3,4,Yes
EMP00370,29,Female,Bachelor,R&D,Role_24,80045,7,2,3.7,4.3,4,No,3,9,0,0,0,0,3,4,No
EMP00371,62,Male,Bachelor,R&D,Role_44,114135,15,0,4.0,5.0,4,No,24,6,35,2,2,0,2,3,No
EMP00372,44,Male,High School,R&D,Role_3,80180,1,1,3.2,2.8,4,Yes,33,3,43,0,1,0,4,3,Yes
EMP00373,43,Male,Bachelor,HR,Role_6,75723,12,0,3.9,3.7,4,No,7,3,40,0,0,2,4,3,No
EMP00374,47,Male,High School,Sales,Role_12,70092,4,4,3.7,2.0,3,Yes,19,6,44,1,2,2,3,1,No
EMP00375,36,Male,High School,Marketing,Role_8,66235,4,4,3.5,3.7,1,No,11,3,43,0,0,1,4,3,No
EMP00376,39,Female,Bachelor,Marketing,Role_32,67232,11,0,3.5,3.1,2,Yes,11,2,29,0,1,1,4,3,Yes
EMP00377,45,Female,Master,Operations,Role_18,102045,3,0,3.4,2.6,3,Yes,10,1,4,1,1,0,3,3,Yes
EMP00378,46,Male,Bachelor,Marketing,Role_32,93933,10,10,4.1,1.3,3,Yes,3,4,67,1,3,1,4,4,No
EMP00379,40,Female,High School,HR,Role_39,60884,18,0,3.1,3.2,4,No,1,4,27,1,4,0,2,3,No
EMP00380,29,Female,Bachelor,Finance,Role_48,77434,2,2,3.0,3.9,3,No,9,4,57,0,2,2,4,2,No
EMP00381,47,Female,Master,Finance,Role_30,117151,2,1,4.1,1.0,4,No,34,4,25,0,0,0,3,2,Yes
EMP00382,40,Female,Master,Sales,Role_12,86452,4,0,4.0,4.6,4,No,9,6,61,0,2,0,2,3,No
EMP00383,38,Female,Bachelor,R&D,Role_39,101276,3,0,2.5,4.4,3,No,13,6,28,0,0,1,4,4,No
EMP00384,44,Male,Bachelor,Sales,Role_30,92606,15,8,3.8,1.8,3,No,25,4,66,2,0,2,3,2,No
EMP00385,49,Male,Bachelor,Legal,Role_21,95672,3,3,3.8,4.4,4,No,14,3,53,1,0,0,4,2,Yes
EMP00386,24,Female,Bachelor,Finance,Role_8,83297,2,1,3.5,3.4,3,No,4,3,54,0,0,0,3,4,No
EMP00387,41,Female,Bachelor,HR,Role_22,71017,3,3,3.7,4.6,3,No,3,2,34,1,0,0,2,3,No
EMP00388,48,Male,Bachelor,Sales,Role_9,90108,4,4,4.3,3.1,1,No,13,3,83,1,0,0,3,3,No
EMP00389,22,Female,Bachelor,HR,Role_32,51385,0,0,3.1,1.0,2,Yes,1,3,42,0,0,1,3,1,Yes
EMP00390,29,Male,Bachelor,Legal,Role_38,77052,3,2,4.3,3.5,3,No,1,8,23,1,0,0,3,2,No
EMP00391,51,Male,Master,Marketing,Role_7,95695,12,1,3.6,2.9,3,No,7,3,19,2,1,0,3,3,No
EMP00392,49,Male,Master,R&D,Role_41,113071,1,1,3.5,3.2,3,Yes,7,6,31,0,1,2,3,4,No
EMP00393,38,Male,Bachelor,Finance,Role_44,75594,5,0,4.4,5.0,4,Yes,4,7,47,1,2,1,2,4,No
EMP00394,35,Male,PhD,HR,Role_12,86145,13,1,4.1,3.3,3,No,1,5,36,1,7,0,4,3,No
EMP00395,49,Female,Bachelor,HR,Role_12,78522,27,1,4.0,4.7,3,No,13,3,34,2,0,0,4,4,No
EMP00396,29,Female,High School,Finance,Role_23,67365,7,1,2.6,3.4,3,No,4,4,36,1,1,2,4,1,No
EMP00397,32,Male,Bachelor,Sales,Role_36,78388,4,4,3.8,3.5,2,No,3,3,28,1,4,1,3,3,No
EMP00398,31,Male,Master,HR,Role_28,70219,4,1,3.7,4.4,2,No,10,2,53,1,0,3,3,3,No
EMP00399,37,Female,Bachelor,Finance,Role_21,78631,7,2,3.5,2.4,3,Yes,18,3,78,0,2,1,3,3,No
EMP00400,25,Female,Bachelor,Legal,Role_28,68479,3,0,3.3,4.3,3,Yes,2,4,32,1,0,1,3,3,No
EMP00401,43,Female,Bachelor,Marketing,Role_32,87873,2,1,3.6,3.8,4,No,47,4,33,0,0,0,3,4,No
EMP00402,22,Female,Master,Sales,Role_34,85466,0,0,3.8,2.4,1,No,8,5,13,0,0,1,4,3,No
EMP00403,43,Female,Master,Engineering,Role_40,120805,7,2,3.6,3.5,3,Yes,1,3,51,1,0,1,1,4,No
EMP00404,44,Female,Master,R&D,Role_12,103224,0,0,3.6,1.3,3,No,7,8,52,0,0,2,3,3,No
EMP00405,31,Male,High School,Sales,Role_23,60740,3,2,3.8,3.4,3,No,24,4,22,1,3,0,4,2,No
EMP00406,45,Female,Bachelor,Legal,Role_2,83937,1,1,3.6,2.6,2,Yes,4,4,0,0,0,2,4,2,Yes
EMP00407,43,Male,Bachelor,Engineering,Role_14,98408,0,0,3.9,2.2,3,Yes,9,5,29,0,0,0,3,4,No
EMP00408,33,Female,Bachelor,Legal,Role_36,79678,0,0,2.8,1.6,3,Yes,7,6,23,0,0,0,1,4,No
EMP00409,42,Male,Master,R&D,Role_7,121628,3,3,3.6,2.1,3,Yes,14,7,47,0,0,0,1,4,Yes
EMP00410,40,Male,Bachelor,R&D,Role_48,94441,0,0,3.8,2.3,4,Yes,5,4,32,0,0,0,3,2,Yes
EMP00411,55,Male,Bachelor,Engineering,Role_24,97494,5,1,4.0,4.2,2,No,3,6,23,1,0,1,3,4,No
EMP00412,44,Male,Bachelor,Marketing,Role_21,79997,7,0,4.1,3.1,3,No,1,3,16,1,1,1,2,3,No
EMP00413,43,Male,Bachelor,Engineering,Role_15,89258,13,1,3.2,2.3,3,Yes,30,4,22,2,6,1,4,4,No
EMP00414,33,Female,Bachelor,HR,Role_6,72090,9,2,3.6,1.0,3,No,12,3,47,3,0,0,3,4,No
EMP00415,26,Female,Bachelor,Finance,Role_4,79244,4,1,2.7,3.5,2,No,7,2,52,0,0,3,2,1,No
EMP00416,38,Male,Master,Engineering,Role_41,111389,11,5,3.9,3.0,4,No,21,4,82,0,1,0,2,4,No
EMP00417,65,Female,Bachelor,Legal,Role_12,102239,0,0,3.6,2.1,4,Yes,15,2,40,0,0,1,4,1,No
EMP00418,55,Male,Bachelor,HR,Role_18,81462,5,0,2.4,2.9,4,Yes,20,3,36,0,1,1,4,3,Yes
EMP00419,23,Male,Bachelor,Legal,Role_2,77629,0,0,4.2,2.8,4,Yes,3,3,14,0,0,2,2,4,No
EMP00420,55,Male,Master,Finance,Role_23,100470,1,1,2.6,1.4,4,Yes,9,2,75,0,1,0,4,2,Yes
EMP00421,30,Male,High School,Marketing,Role_17,63569,8,8,3.7,2.8,4,No,6,6,16,0,2,2,3,4,No
EMP00422,35,Male,Bachelor,Operations,Role_41,74787,4,4,4.2,2.4,3,No,2,3,7,1,4,1,4,3,No
EMP00423,22,Female,Bachelor,Sales,Role_21,67654,0,0,3.3,2.0,3,No,33,8,67,0,0,1,2,1,No
EMP00424,29,Male,High School,Operations,Role_18,54312,1,1,3.1,4.8,4,No,5,2,53,0,1,1,3,2,No
EMP00425,29,Female,Bachelor,HR,Role_36,68020,7,2,3.3,3.0,3,No,4,2,32,1,0,0,3,3,No
EMP00426,27,Female,Bachelor,Marketing,Role_31,67340,2,2,2.3,3.5,4,Yes,5,6,42,0,2,1,2,3,No
EMP00427,26,Female,High School,Finance,Role_9,58856,0,0,3.4,2.7,4,No,2,3,64,0,0,0,3,3,No
EMP00428,33,Male,Master,Legal,Role_15,88040,7,0,3.2,2.2,2,Yes,16,4,46,2,0,2,4,3,No
EMP00429,30,Male,Bachelor,Legal,Role_36,78051,2,2,3.4,1.9,3,No,9,3,50,0,2,0,3,3,No
EMP00430,33,Male,Master,Engineering,Role_29,94050,4,0,3.3,4.1,3,No,10,3,54,1,2,1,1,4,No
EMP00431,33,Male,Master,Legal,Role_27,103658,1,1,2.7,2.4,3,No,4,2,36,0,1,0,3,3,No
EMP00432,36,Female,Bachelor,Marketing,Role_25,73754,4,1,3.9,4.5,2,No,33,6,15,1,0,0,3,3,No
EMP00433,43,Female,Master,Operations,Role_46,91396,10,0,3.8,4.8,4,No,3,2,44,3,0,1,1,3,No
EMP00434,40,Male,Bachelor,Finance,Role_42,94176,0,0,3.2,3.2,2,No,3,3,34,0,0,0,2,4,Yes
EMP00435,46,Male,High School,Marketing,Role_29,78833,4,4,3.8,1.7,1,No,4,3,48,0,1,1,2,3,No
EMP00436,41,Female,Master,HR,Role_8,79017,10,0,3.7,3.6,4,Yes,2,2,37,0,3,3,3,1,No
EMP00437,44,Male,PhD,Operations,Role_17,98175,19,1,3.6,3.8,4,Yes,17,5,35,0,2,0,3,3,No
EMP00438,41,Male,Bachelor,Finance,Role_36,80219,5,5,3.4,4.5,3,No,12,3,50,1,4,2,2,4,No
EMP00439,31,Male,Master,Engineering,Role_20,97869,7,4,3.7,5.0,3,No,8,4,45,0,6,1,4,3,No
EMP00440,44,Male,High School,Operations,Role_32,65472,1,0,3.0,2.3,4,No,6,1,0,0,1,0,2,3,No
